news_id	현재제목	현재길이	원제(중)	제안제목	제안길이	사유
253747	중국 4월 산업 생산 5.8%, 전망치 상회	24	工业韧性与消费活力凸显，多项经济指标有望积极改善1261昨天 21:19	여러 경제 지표가 적극적으로 개선될 것	21	원제번역과상이
253628	대보미 매출 13.1억 위안, 순이익 398% 증가	28	千倍市盈率个股集群涌现，科技概念泡沫隐现101894小时前	주가수익비율 1000배 종목 클러스터 등장	23	길이초과(28>24), 원제번역과상이
252824	광저우 저고도 경제 시장 2026년 1조 위안 돌파 전망	31	广州低空提速：设立200亿空天基金，新建500个低空起降设施	광저우 저공비행 가속: 200억 스카	20	길이초과(31>24), 원제번역과상이
252490	상하이 지수 1.02% 하락, 거래액 1조 위안 초과	29	午评：创业板指半日跌近2% 工业气体概念持续活跃	오평: 창업판 지수는 반나절 동안 2%	21	길이초과(29>24), 원제번역과상이
252008	공상은행, 건설은행, 농업은행 총 매출 모두 2천억 위안 초과	34	【读财报】上市银行一季报：整体业绩保持增长 16家银行不良率小于1%	【재무 보고서 읽기】상장 은행 1분기	20	길이초과(34>24), 원제번역과상이
252480	'신형 에너지 저장 발전소 건설 프로젝트 품질 감독 개요' 발표	35	事关新型储能，国家能源局印发通知	신형 에너지 저장과 관련하여 NEA은 통지	23	길이초과(35>24), 원제번역과상이
252284	칭다오, 26개 국가급 서비스형 제조 시범기업 육성 성과	31	“智造+服务”重塑“青岛制造”产业价值	스마트 제조+서비스"가 "칭다오 제조"	21	길이초과(31>24), 원제번역과상이
250827	위챗 통합 월간 활성 계정 수 14억개 전년 동기 대비 2% 증가	36	马化腾回应腾讯AI落后质疑，超300亿资本开支主投AI228443分钟前	마화텅은 텐센트 AI의 낙후 의혹에 대해	22	길이초과(36>24), 원제번역과상이
249802	중국 A주 시장 5월 레버리지 자금 2.83조 위안 유입	31	A股融资余额再超2.8万亿元，续创历史新高	A주 융자 잔액이 다시 2.8조 위안	20	길이초과(31>24), 원제번역과상이
249711	국제 브렌트유 가격 3월 한 달간 60% 급등 속 신재생 에너지 주목	38	动荡市场中锚定稀缺确定性，新能源长线布局逻辑再强化	불안정한 시장에서 희소성과 확실성을 고정하고	24	길이초과(38>24), 원제번역과상이
249811	14일 오전장 상하이 지수 4218.22포인트	25	午评：三大指数低开高走全线翻红 绿电、算力概念股集体走强	오평: 3대 지수가 하락 출발하여 상승세	22	길이초과(25>24), 원제번역과상이
249944	중국, 유전자 변형 토마토 상용화 허가 검토	24	网传“圣女果是转基因食品，不能吃”是制造恐慌的谣言	방울토마토는 유전자변형식품이라 먹으면	20	원제번역과상이
250837	모나리자,'세라믹 기판' 라벨 오류로 연속 상한가	27	建筑陶瓷的AI狂想：蒙娜丽莎四连板  游资冲锋机构撤退	건축 도자기의 AI 광상 모나리자 4연판	22	길이초과(27>24), 원제번역과상이
249494	독립변수, 58그룹과 협력 스마트 청소 로봇 서비스 출시	31	智能机器人上门做保洁，已服务上百家	지능형 로봇이 방문하여 청소를 하여	19	길이초과(31>24), 원제번역과상이
247424	마이레이 메디컬, 체외 진단, 생명 정보 및 의료 영상 수익 감소	36	首现营利双降、监管问询压身，迈瑞医疗港股上市迎考	첫 수익 감소, 규제 문의 압박	17	길이초과(36>24), 원제번역과상이
246285	랴오닝성, 2000명 과학기술 특파원 농촌 지원 출정	29	辽宁：2000余名科技特派员奔赴田间地头	랴오닝: 2000여 명의 과학기술 특파원	22	길이초과(29>24), 원제번역과상이
247925	쯔위안로봇 2025년 매출 10억 5천만 위안 돌파	28	智元机器人王闯：2026，人形机器人从“动一动”到“真干活”	지원로봇 왕창: 2026	13	길이초과(28>24), 원제번역과상이
249241	재정금융협회, 8.8조 위안 대출 중소기업 대출	26	财政金融协同发力 “四两拨千斤”促内需	재정과 금융이 협력하여 힘을 모아 내수	21	길이초과(26>24), 원제번역과상이
249395	중앙기업, '15차 5개년 계획' 주요공략 전면 추진	29	中央企业“十五五”规划将聚焦打好“五大攻坚战”	중앙기업의 15차 5개년 계획은 '5	20	길이초과(29>24), 원제번역과상이
249601	베이징, 2025년 응용환경 혁신 방안 발표 기술융합 촉진	32	为技术找场景、为场景找市场 北京打造具有国际影响力的场景创新策源地	기술을 위한 장면 찾기	12	길이초과(32>24), 원제번역과상이
249227	미 연방항소법원, 트럼프 10% 글로벌 관세 중단 결정 유예	33	特朗普10%全球进口关税暂获保留 美国上诉法院暂停执行贸易法院裁决	트럼프, 세계수입관세 10% 잠정	18	길이초과(33>24), 원제번역과상이
240680	컴퓨팅 슈퍼마켓·중소기업 전용 구역 개설	22	中国算力平台算力超市中小企业专区上线	중국 연산력 플랫폼 연산력 슈퍼마켓	19	원제번역과상이
247417	광통신 기업 주가 19% 급등, 원걸테크놀로지 주당 1731위안	35	从预期到兑现：光通信概念再次爆发 中际旭创股价突破1000元	예상에서 실현까지: 광통신 개념 다시 폭발	23	길이초과(35>24), 원제번역과상이
247910	중국인민은행, 1분기 통화정책 유지 및 금융 시장 안정 강조	33	短期降准降息必要性减弱，央行调控锚定隔夜利率34931小时前	단기 지준율 인하	9	길이초과(33>24), 원제번역과상이
247797	광둥, 윈난-광시와 녹색 전력 거래 2억 6천만 킬로와트시	32	广东数据中心集群首笔跨省“点对点”绿电送电，电碳算协同迎突破	광둥 데이터 센터 클러스터의 첫 번째 성	22	길이초과(32>24), 원제번역과상이
246925	중국, 유연 태양전지 41건 과학실험 물자 우주정거장으로 전달	34	薄如发丝！这种电池将成为未来卫星和空间站“能量心脏”	중국, 유연 태양전지 41건 과학실험 물자	23	길이초과(34>24), 원제번역과상이
247921	대당발전 주가 61% 상승, 주식 이상 변동 공고 발표	30	股价大涨后，8只牛股集体公告！	대당발전 주가 61% 상승	14	길이초과(30>24), 원제번역과상이
244763	둥양광홀딩스, 160억 위안 계약 체결 주가 상한 돌파	30	算力狂飙下的东莞军团：“世界工厂”长出AI新生态	계산력 광풍 둥관군단 "세계의 공장" AI	23	길이초과(30>24), 원제번역과상이
246778	생명보험 영업사원 212만명, 80% 감소	23	大洗牌结束？212.6万人身险营销员数据首次完整亮相	생명보험 영업사원 212만명	15	원제번역과상이
241731	금주 A주 시장 전면적 상승	15	除了算力，还能买什么？十大券商策略来了	금주 A주 시장 전면적 상승	15	-
244783	인민은행, 3월 M2 8.5% 증가 완화적 통화정책 효과 지속	34	人民银行：金融总量合理增长，信贷结构继续优化	인민은행: 금융 총량이 합리적으로 증가하고	23	길이초과(34>24), 원제번역과상이
244411	4월 CPI 전월 대비 0.3% 상승	20	4月份CPI和PPI同比双双上涨	4월 CPI와 PPI가 전년 동기 대비	21	원제번역과상이
246648	'바오즈롄신' 첸하이·바오안 인공지능 산업 발전 대회 개최	32	具身智能港正式启航，这场大会折射宝安AI进阶之路	구체화된 스마트 항구가 정식으로 출항했으며	23	길이초과(32>24), 원제번역과상이
244064	중국 해관총서, 《수출입 화장품 검사 검역 감독 관리 방법》브리핑	36	进出口化妆品新规12月1日起施行  海关总署解读	중국 해관총서, 《수출입 화장품 검사 검역	23	길이초과(36>24), 원제번역과상이
246132	규슈 윈젠, LY-70 엔진 대량 인도 단계 진입	27	技术多元、应用牵引、协同共生——从这场大会看商业航天发展新趋势	기술의 다원화, 응용 견인	14	길이초과(27>24), 원제번역과상이
241981	'제1재경 수석 경제학자 신뢰 지수' 2026년 5월 50.4	34	一财首席经济学家调研：外部风险仍存，宏观政策应持续发力141653分钟前	거시 정책은 141653분 전에 지속적	21	길이초과(34>24), 원제번역과상이
244872	다중 모드 AI 기술 활용 반려동물 감정 번역	25	宠物AI赛道再添融资案例：PurrPurr获阿尔法公社加注	반려동물 AI 분야 추가 투자 사례:	20	길이초과(25>24), 원제번역과상이
244885	2026년 중국 의료보험 목록 조정 방안 의견 수렴 초안 발표	34	医保国谈允许创新药预申报，中成药或迎目录“最严清退”61041分钟前	의보국담, 혁신신약 사전신고 허용	18	길이초과(34>24), 원제번역과상이
244527	허페이 국의양자기술 IPO 11억 위안 모집	24	国仪量子科创板IPO过会，经营业绩增长的可持续性等被追问	국의 퀀텀 커촹반 IPO 통과	16	원제번역과상이
244895	중국 A주 시장, 5월 강력한 성장세	20	A股“红五月”格局有望延续 聚焦科技、资源两大景气方向	A주 '붉은 5월' 구도 과학기술·자원 집	23	원제번역과상이
244791	닝쌰 지리적 조건으로 컴퓨팅 파워 산업 발전	24	塞上绿电与算力蓝海的“双向奔赴”	녹색전기와 연산력 블루오션을 가린 '쌍방향	23	원제번역과상이
245158	중신국제, 406억 위안 투자로 SMIC 북방 지배 확보	31	国产晶圆代工最大并购！中芯国际406亿元方案过会9135昨天 21:23	중신국제, 406억 위안 투자로 SMIC	22	길이초과(31>24), 원제번역과상이
241273	국유 대형 은행 펀드 보유량 여전히 확장 중	24	银行自营基金配置“刹车”！2025年行业缩水万亿，股份行城商行领跌	국유 대형 은행 펀드 보유량 여전히 확장 중	24	-
241743	테슬라 3세대 로봇 양산 시작	16	特斯拉人形机器人量产在即，产业链业绩兑现成关键8581小时前	테슬라 휴머노이드 양산 앞두고 산업체인	21	원제번역과상이
240576	창야오 혁신, A+ 라운드 수천만 위안 자금 조달	27	融资超亿元、割草机器人公司拿下数亿订单，瞄准庭院具身终端｜硬氪首发	1억 위안 이상의 자금 조달	15	길이초과(27>24), 원제번역과상이
243345	베이징 국제 과학 박람회, 5억 9천만 위안 계약 성사	30	北京科博会尽显国际科创中心新气象	베이징 과학 박람회는 국제 과학 창조 센터	23	길이초과(30>24), 원제번역과상이
241259	산시 시셴 신구 발전, 채무 연체 28억 위안 등	27	每周债市看点 | 西咸发展集团子公司债务逾期金额达28.63亿元，栖霞建设去年计提资产减值准备21.	매주 채권시장의 볼거리 | 서함발전그룹	21	길이초과(27>24), 원제번역과상이
241859	청월테크와 원도통신, 사기 발행 및 재무 조작으로 각 10억 위안 벌금	39	独董与会计师“看门人”进化：何时敢向“浓眉大眼”上市公司说不7031小时前	독립 이사와 회계사 "문지기" 진화: "눈	23	길이초과(39>24), 원제번역과상이
242099	베이징 증감국, 허위주식정보 유포자 45만 벌금	26	壹快评｜获利300元罚款45万，打击股市谣言别漏过“选择性沉默”的上市公司17881小时前	쾌속평｜이익 300위안 벌금 45만 위안	22	길이초과(26>24), 원제번역과상이
243811	상하이 지수 4219.13포인트, 거래량 10325억 위안 상승	35	午评：沪指涨0.94%站上4200点 半导体芯片股持续走强	오평: 상하이종합지수 0.94% 올라	20	길이초과(35>24), 원제번역과상이
241651	2026인바오, 7개 과학기술 보험 신제품 발표	26	科技保险“破圈”爆发，为科创企业敢闯敢试撑腰	과학기술보험 '경계 허물기' 폭발	18	길이초과(26>24), 원제번역과상이
241623	정양테크, 12억 위안 모집으로 창업판 상장 재도전	28	IPO周报：正扬科技二次闯关IPO，专利诉讼仍缠身IPO周报37分钟前	특허 소송에 시달리다 IPO 주간보고	20	길이초과(28>24), 원제번역과상이
241166	2026년 신화 재경 글로벌 생태 파트너 대회 개최	28	企业如何穿越周期？首席经济学家解读AI时代发展之路	2026년 신화 재경 글로벌 생태 파트너	22	길이초과(28>24), 원제번역과상이
242696	OTA 업그레이드 후 "배터리 잠금" 관련 월 불만 1만2천	33	一纸假名单掀起新能源汽车“锁电”风波，这一争议为何长期难解？	OTA 업그레이드 후 "배터리 잠금" 관련	23	길이초과(33>24), 원제번역과상이
241272	IMT-2030(6G) 추진팀, 6GHz 대역 6G 시험 주파수 사용	38	工信部批复6G技术试验频率！这些概念龙头大力投入研发	IMT-2030(6G) 추진팀	16	길이초과(38>24), 원제번역과상이
238858	중국 파킨슨병 줄기세포 치료 54% 생존율 개선 기대	29	从对症治疗到功能性修复，干细胞治疗为帕金森病带来新可能	대증치료부터 기능회복까지 파킨슨병에 새로운	23	길이초과(29>24), 원제번역과상이
241395	보험 자산 관리 회사 35개 2025년 영업수익 4843억 위안	35	低利率背景下营收利润普涨  拆解35家保险资管成绩单	저금리 배경에서 매출과 이익이 전반적	20	길이초과(35>24), 원제번역과상이
241393	중국 4월 무역수지 14.2% 증가, 수출입 총액 4.38조 위안	36	国常会要求加强新型电网、算力网等规划建设 AI巨头传出新消息	국무회의는 신형 전력망·산력망 등의 건설	22	길이초과(36>24), 원제번역과상이
240678	중국, APEC 무역장관 회의 5월 개최 예정	25	APEC贸易部长会议将启  推动两个议题 释放三个信号	APEC 무역장관 회의는 두 가지 의제	21	길이초과(25>24), 원제번역과상이
241380	신재생기업 "OTA 배터리 잠금" 불만 1만2천건	27	一纸假名单掀起新能源汽车“锁电”风波，这一争议为何长期难解？	신재생기업 "OTA 배터리 잠금" 불만	21	길이초과(27>24), 원제번역과상이
238576	8부처, 아동용 의약품 지원책 발표 총 16개 조치 시행	31	八部门赋能儿童药发展 千亿市场迎变	8개 부문 어린이 약 천억 시장 변화 주도	23	길이초과(31>24), 원제번역과상이
240506	중핵테크, 25억 위안 원전 주문 수주 발표	24	能源早报 |钱朝阳任南方电网董事长；中核科技在手核电订单约25亿元	에너지 조보 | 첸차오양이 남방전망	19	원제번역과상이
239075	경순장성 류옌춘, 3개 펀드 공동 관리 전환	24	景顺长城顶流刘彦春“减负”，三只基金增聘，“团队化”成公募新方向	경순장성 톱스타 류옌춘 "부담 경감"…3개	23	원제번역과상이
240780	지난주 장시생물, 리방의약, 제퍼지능 등 12개 회사가 홍콩거래소 진출	39	12家递表，多家生物科技公司齐招股、上市｜港股IPO周报	12개 기업 제출	9	길이초과(39>24), 원제번역과상이
241023	중국 컴퓨팅 파워 플랫폼, 중소기업 전용 구역 정식 개설	31	算力银行、算力超市来了，利好中小企业13231小时前	중국 컴퓨팅 파워 플랫폼	13	길이초과(31>24), 원제번역과상이
240365	리창, 5월 9일 국무원 상무회의 주재, 국내 대순환 강조	32	【早报】字节被爆今年AI支出将超2000亿	바이트, 올해 AI 지출 2000억 넘을 듯	24	길이초과(32>24), 원제번역과상이
238175	비상장 생명보험사, 1분기 보험수익 6288억 위안 13.7% 증가	37	60家非上市人身险公司一季度净利润超180亿元	60개 비상장 생명보험회사의 1분기 순이익	23	길이초과(37>24), 원제번역과상이
238793	유니콤, 인공지능 응용 프로젝트 26개 모집 공고 발표	30	国家人工智能应用中试基地（移动终端方向）2026年“揭榜挂帅”项目公告	국가 인공지능 응용 중간 시험 기지(이동	22	길이초과(30>24), 원제번역과상이
238680	국유대형은행 2025년 펀드보유량 1748억 위안 증가	30	银行自营基金配置“刹车”！2025年行业缩水万亿，股份行城商行领跌	국유대형은행 2025년 펀드보유량	18	길이초과(30>24), 원제번역과상이
238815	상장회사 올해 청약금액 2496억 위안 50% 감소	28	上市公司买理财年内大降2500+亿 配置多元化趋势凸显	상장회사의 자산관리 매입 연내 2500억	22	길이초과(28>24), 원제번역과상이
239344	배터리 제품 부가가치세 수출 환급률 폐지 완화로 조기 생산	32	电池出口退税2027年将归零，多家储能高管这样评估影响1416昨天 22:46	배터리 수출세 환급 2027년 제로화	20	길이초과(32>24), 원제번역과상이
238763	중국, 인공지능 윤리심사 계획 공식 시작	22	工信部启动人工智能科技伦理审查与服务先导计划	공신부, 인공지능 과학기술 윤리심사	19	원제번역과상이
238586	중국 상품 무역 4개월 수출입 16조 위안, 전년比15% 증가	34	【新华解读】我国前4月货物贸易进出口增长14.9% AI产品出口增长强劲	중국 상품 무역 4개월 수출입 16조 위안	23	길이초과(34>24), 원제번역과상이
238025	북경거래소 2025년 이후 신규 상장 411곳 돌파	28	北交所IPO“后备军”来了！多家公司业绩亮眼	북경거래소 2025년 이후 신규 상장	20	길이초과(28>24), 원제번역과상이
237609	류신, 국성테크놀로지 주식 264.75만 주 매도 후 논란 발생	35	网红牛散“鑫多多”陷争议，10倍“妖股”国晟科技游资魅影重重	10배 '요괴주' 국성테크놀로지의 핫머니	22	길이초과(35>24), 원제번역과상이
235450	중국 증권감독관리위원회, H주 기업 감사 회계법인 목록 추가 발표	36	财政部、中国证监会将对获准从事H股企业审计业务的会计师事务所进行严格管理	재정부와 중국 증권감독관리위원회는 H주	21	길이초과(36>24), 원제번역과상이
238587	중국석유화학, 대사다발 탄소섬유 프로젝트 1단계 가동 등	31	新华财经晚报：工信部启动人工智能科技伦理审查与服务先导计划	신화재경만보: 공신부	11	길이초과(31>24), 원제번역과상이
237799	중국, 인공지능과 청정에너지 발전 2030년 세계 선두 예상	33	四部门发文力推人工智能与能源双向赋能	4개 부처는 공문을 발표하여 인공지능	20	길이초과(33>24), 원제번역과상이
237355	칭다오과기대, 대건강 분야 연구원 설립	21	青岛科技大学汇聚各方力量激发创新“裂变”	칭다오과기대학은 여러 방면의 힘을 모아	21	원제번역과상이
237478	중국 국가전망공사 프로젝트 낙찰 공고 잇따라 공개	27	“十五五”开局电网投资放量 电力设备上市公司密集斩获大单	15차 5개년 계획'의 시작을 알리	19	길이초과(27>24), 원제번역과상이
236089	중국과학원, "한위안 2호" 양자 컴퓨터 200개 원자 제어 성공	36	我国首台双核原子量子计算机研制成功	중국 최초의 이핵원자 양자컴퓨터가 연구제작	23	길이초과(36>24), 원제번역과상이
237764	샤오위즈자오, 1000대 스마트 로봇 대규모 응용 협약 체결	33	小雨智造与中建科工智能科技达成战略合作	소우지조와 중건과공지능과기 전략적 합작 달성	24	길이초과(33>24), 원제번역과상이
237477	신웨이통신, 상업 위성 통신 장비 등 600억 위안 모집	31	深交所再融资改革落地首单标杆案例——信维通信60亿元定增快速通关	심천증권거래소 재융자 개혁 첫 벤치마킹	21	길이초과(31>24), 원제번역과상이
236054	즈페이생물 작년부터 150 억 위안 순손실	23	股价被吐槽“连渣都不剩了” 智飞生物称多举措降低市场风险	주가 "찌꺼기 하나도 안남았다" 지페이바이오 "시장 리스크	32	원제번역과상이
235709	중국기금업협회, 10개 사모펀드 관리인 등록 취소 공고 발표	33	中基协：注销江苏智觉投资等10家异常经营私募基金管理人登记	중기협: 장쑤즈자오투자 등 10개 비정상	22	길이초과(33>24), 원제번역과상이
236067	중국 증감위, 청월테크와  위안다오 통신 재무 조작 적발	31	欺诈发行、财务造假！清越科技、元道通信或将强制退市	중국 증감위, 청월테크와  위안다오 통신	22	길이초과(31>24), 원제번역과상이
235847	중국 왕씬빤 등 3개 부처, 인공지능 규범화 발전 위한 4대 원칙 제시	39	国家网信办、国家发展改革委、工业和信息化部联合印发《智能体规范应用与创新发展实施意见》	CAC, 국가발전개혁위원회	14	길이초과(39>24), 원제번역과상이
235567	중국 1분기 티베트, 칭하이, 안후이 등 18개 성 성장률 평균 초과	38	一季度工业经济大盘点	중국 1분기 티베트	10	길이초과(38>24), 원제번역과상이
235061	중국 보험회사, 태양광 발전소 프로젝트 등 녹색금융 지원	31	保险业深耕绿色金融新赛道	보험업은 녹색 금융의 새로운 분야를 깊	21	길이초과(31>24), 원제번역과상이
233045	미래우주항공, 상업용 우주 비행체 시리즈 중국 최초 발표	31	这家公司要开国内首个卫星“太空4S店”	이 회사는 국내 첫 위성 '스페이스4S점'	23	길이초과(31>24), 원제번역과상이
234341	AI 발전으로 전기공 수요 2년 새 80% 증가	26	电工岗位被AI热潮带火，“老行当”如何讲好就业“新故事”？	AI 발전으로 전기공 수요 2년 새 80%	23	길이초과(26>24), 원제번역과상이
234957	린강 OPC 기업 후미테크, 4개월 만에 월 매출 500만 위안	35	一个人的“舰队”，如何通往数字经济的海洋	한 사람의 '함대'가 어떻게 디지털 경제	22	길이초과(35>24), 원제번역과상이
234717	A주 상장 기업 2025년 매출 73조 위안, 순이익 5조 증가	35	从2025年财报看上市公司新亮点	2025년 재무보고서에서 본 상장회사의 새	23	길이초과(35>24), 원제번역과상이
233267	키미 2025년 20억달러 조달 평가액 200억달러 돌파	31	估值超200亿美元，美团龙珠领投月之暗面20亿美元新融资	평가액 200억 달러 초과	14	길이초과(31>24), 원제번역과상이
233169	2026년 공모펀드 매니저 171명 퇴직, 전년比 46명 증가	34	2026基金经理迁徙：头部公募“虹吸”加速	2026년 펀드 매니저 이동: 주요 공모	22	길이초과(34>24), 원제번역과상이
233078	광시 선허 하이테크 IPO 재개	17	三闯A股！森合高科北交所IPO二度上会迎考，财务总监变动频繁	광시 선허 하이테크 IPO 재개	17	-
234426	위안화 대비 달러 환율 145베이시스 포인트 상승 돌파	30	离岸人民币对美元汇率大幅走强 创逾三年新高	역외 인민폐 대 미 달러 환율이 대폭	20	길이초과(30>24), 원제번역과상이
233053	중드론 1분기 매출 143.59% 증가, 업계 선도	28	一季度低空经济“冰火两重天”，商业化前夜的“破晓”还有多远？	중드론 1분기 매출 143.59% 증가	21	길이초과(28>24), 원제번역과상이
233039	대형 은행 2025년 동업 정기 예금 12.4조 위안 돌파	32	16万亿同业定期存款利率三季度或遭约束  业内：冲击较同业活期存款小	16조 위안 동종업계 정기예금 금리 3분기	23	길이초과(32>24), 원제번역과상이
233278	전자 산업 시가총액 29.5% 증가	19	电子行业市值剑指20万亿里程碑，AI引爆产业跃迁23463小时前	전자업계 시가총액 20조 돌파 AI 산업	22	원제번역과상이
234809	상하이 지수 0.43% 하락, 거래액 8557억 위안	29	午评：主要股指调整 近端次新股、减速器股领涨 半导体股领跌	오평: 주요 주가지수 조정 근단차 신주	21	길이초과(29>24), 원제번역과상이
232170	중국 신에너지차 2025년 전력 사용량 48.8% 증가	30	电动汽车充不上绿电，卡点在哪里30653分钟前	검문소는 어디 30653분전	15	길이초과(30>24), 원제번역과상이
233089	중국 1200만 명 이상 개인 창업자가 '1인 기업' 모델 선택	35	深瞳丨AI热潮之下，“一人公司”的成长与困境	깊은 눈동자丨AI 열풍에 '1인 회사'	21	길이초과(35>24), 원제번역과상이
233060	텐센트의 최신 언어 모델 Hy3 preview 토큰 호출량 1위	35	混元Hy3“杀疯了”，腾讯AI大模型下半场排位赛迎来高光	혼원하이3 '미쳤다' 텐센트 AI 대모델	22	길이초과(35>24), 원제번역과상이
232650	수창증권, 시촨현 첫 회사채 4억 위안 발행 성공	27	胸怀“国之大者” 守护南水北调  ——首创证券助力淅川县首单乡村振兴公司债券成功发行	국가의 대자"를 가슴에 품고 남수북조	20	길이초과(27>24), 원제번역과상이
231815	1분기 반도체 시장 매출 2985억 달러, 전년比 80% 증가	34	成本普涨、盈利分化 半导体行业涨价潮影响见端倪	원가 상승, 수익성 분화 반도체 업계 가격	23	길이초과(34>24), 원제번역과상이
233166	춘추항공 순이익 23억 위안 1.96% 증가	24	多家上市航司扭亏为盈，盈利王“一把手”赚得不如这个岗位多19121小时前	수익왕 "일인자"는 이 직책보다 19121시간 더 벌지 못했다.	35	원제번역과상이
230328	인민은행, 카이롄통페이 결제 라이선스 갱신 거부	26	17家机构获“长期”牌照，小红书旗下公司等未续展！支付市场再洗牌	인민은행, 카이롄통페이 결제 라이선스 갱신	23	길이초과(26>24), 원제번역과상이
231729	난징 유리섬유 연구소, 특수 섬유 생산 효율 12% 상승	31	“能力本位”助推产业升级	능력 본위가 산업 업그레이드를 촉진하다.	22	길이초과(31>24), 원제번역과상이
232182	상하이 지수 0.25% 상승, 거래액 8642억 위안	29	午评：创业板指涨0.98% 光通信、CPO概念、工业母机等板块涨幅靠前	오평: 창업판 지수가 0.98% 상승했으며	23	길이초과(29>24), 원제번역과상이
230226	항저우 서호대 연구팀, 장내 진균 조절 규칙 최초 발견	30	研究发现宿主基因对肠道真菌具有调控作用	연구에 따르면 숙주 유전자는 장내 진균에	22	길이초과(30>24), 원제번역과상이
230301	올해 첫 4개월 동안 중국에서 발행된 지방정부 채권 3.9조 위안	36	前4个月地方举债近4万亿元，促投资、防风险并重︱财税益侃2161小时前	지난 4개월 동안 지방채무는 거의 4조	21	길이초과(36>24), 원제번역과상이
230442	베이징시, 2026년 36개 과제로 통일 대시장 융합 추진	32	北京36项改革举措助力全国统一大市场建设	베이징의 36개 개혁 조치가 전국 통일	21	길이초과(32>24), 원제번역과상이
230427	한중 반도체 ETF, 첫 거래일 10% 급등 종가 4.72위안	34	年内大涨超83%！中韩半导体ETF，再创历史新高	첫 거래일 10% 급등 종가 4.72위안	22	길이초과(34>24), 원제번역과상이
230307	평안신탁 2025년 영업수익 165억 위안, 순이익 45억 위안	35	信托年报出炉：平安信托营收165亿领跑，9家资产规模破万亿	신탁 연차보고서 발표: 핑안신탁 매출	20	길이초과(35>24), 원제번역과상이
230225	도우바오, 월간 3억 사용자를 확보하고 120조 토큰 호출	32	热点回应丨豆包推出付费版，大模型免费时代将终结？	도우바오, 월간 3억 사용자를 확보	19	길이초과(32>24), 원제번역과상이
228797	중국 과학기술관 관광 인기 급상승, 노동절 연휴 4만 명 이상	34	科技馆何以成为假期新“顶流”	과학관이 왜 휴가철의 새로운 "최고 인기"	23	길이초과(34>24), 원제번역과상이
229622	베이징 추이웨이 백화점 AI 쇼핑 센터 인기 급증	27	从“人找衣”到“衣懂人”，AI正在改写你的衣橱	사람이 옷을 찾는 것'에서 '옷이 아	20	길이초과(27>24), 원제번역과상이
229478	둥양광, 160억~190억 위안 계약 체결로 주가 상한 돌파	33	190亿算力大单引爆，东阳光封板资金一度超54亿元	190억 컴퓨팅 파워 폭발	14	길이초과(33>24), 원제번역과상이
229249	중국 1분기 상장사 순이익 7.37% 증가	23	外资一季度大手笔加仓通信等行业	외국 자본이 일사분기에 통신 등 업종에 대	23	원제번역과상이
227276	금융기관 2025년 지식재산권 담보 대출 2,979억 위안	32	打通知识产权质押融资“最后一公里”	지식재산권 담보 융자 '라스트 마일'	20	길이초과(32>24), 원제번역과상이
229040	내몽골 신재생 에너지 소비 497억kw·h, 전년比6.4% 증가	35	从一度电的“三级跳”，看能源地区的产业跃升	킬로와트시의 '삼단뛰기'로 본 에너지 지역	23	길이초과(35>24), 원제번역과상이
228796	저장성 닝뽀시 공압 실험실 개소, 2025년 클러스터 목표 추진	35	“十五五”开局·创新看点丨宁波奉化：蹚出气动产业创新路	15차 5개년 계획"의 시작·혁신	18	길이초과(35>24), 원제번역과상이
227567	보험 업계 AI 기술 24% 초과, 규제 준법 분야 집중	31	保险“龙虾”技能中理赔与合规技能占比高，险企AI赛道加速冲刺	보험 "랍스터" 기술 중 보험금 지급	20	길이초과(31>24), 원제번역과상이
227535	증권사 A주 보유 총시가총액 716억 위안 돌파	26	券商一季度重仓路径曝光：左手高股息防御，右手科技成长进攻，大金融成压舱石	증권사 1분기 중점 투자 경로 폭로: 왼손	23	길이초과(26>24), 원제번역과상이
227362	1397개 창업판 상장기업 중 872개 영업 수익 증가	30	七成创业板公司去年盈利：宁德时代稳坐“一哥”，智飞生物巨亏创纪录2281小时前	창업판 회사 70% 작년 흑자: 닝더시대	22	길이초과(30>24), 원제번역과상이
227471	보험 자금, A주 포트폴리오 909개 중점 보유 확대	29	收益回调不改投资热情！险资一季度波动中加码，金融板块获青睐	보험 자금, A주 포트폴리오 909개 중점	23	길이초과(29>24), 원제번역과상이
226969	톈싱 메디컬 홍콩 증시 상장, 주가 130% 급등	27	最高暴涨近200%！国产运动医学“一哥”港股上市，获认购超7800倍！	주가 130% 급등	10	길이초과(27>24), 원제번역과상이
227257	5월 5일 흑자 전환 성공 심청테크 두 거래일 392% 상승	33	港股收盘 | 内地假期三大指数集体收高 科技股强势领涨	홍콩 증시 마감 | 내륙 휴가철 3대 지수	23	길이초과(33>24), 원제번역과상이
227552	홍콩 IPO 시장 활발, 한 주 만에 24개 회사 신청 접수	33	24家递表 曦智科技、商米科技上市引爆市场｜港股IPO周报	24개 기업	6	길이초과(33>24), 원제번역과상이
226958	천홍위바오 수익률 1% 미만, 2년래 최저 기록	26	天弘余额宝收益率跌破1%，撑起公司四成收入，货基降费正在持续	톈홍위어바오 수익률 1% 밑돌며 회사 수입	23	길이초과(26>24), 원제번역과상이
